date,site,value
2024-08-01T00:00:00,ARG Kuantan Tengah,91
2024-09-01T00:00:00,ARG Kuantan Tengah,99
2024-10-01T00:00:00,ARG Kuantan Tengah,99
2024-11-01T00:00:00,ARG Kuantan Tengah,96
2024-12-01T00:00:00,ARG Kuantan Tengah,100
2025-01-01T00:00:00,ARG Kuantan Tengah,99
2025-02-01T00:00:00,ARG Kuantan Tengah,100
2025-03-01T00:00:00,ARG Kuantan Tengah,97
2025-04-01T00:00:00,ARG Kuantan Tengah,79
2025-05-01T00:00:00,ARG Kuantan Tengah,99
2025-06-01T00:00:00,ARG Kuantan Tengah,100
2025-07-01T00:00:00,ARG Kuantan Tengah,100
2025-08-01T00:00:00,ARG Kuantan Tengah,99
2025-09-01T00:00:00,ARG Kuantan Tengah,99
2025-10-01T00:00:00,ARG Kuantan Tengah,96
2025-11-01T00:00:00,ARG Kuantan Tengah,0
2025-12-01T00:00:00,ARG Kuantan Tengah,0
2026-01-01T00:00:00,ARG Kuantan Tengah,0
2021-02-01T00:00:00,ARG Pasir Pangaraian,99
2021-03-01T00:00:00,ARG Pasir Pangaraian,97
2021-04-01T00:00:00,ARG Pasir Pangaraian,90
2021-05-01T00:00:00,ARG Pasir Pangaraian,98
2021-06-01T00:00:00,ARG Pasir Pangaraian,91
2021-07-01T00:00:00,ARG Pasir Pangaraian,93
2021-08-01T00:00:00,ARG Pasir Pangaraian,85
2021-09-01T00:00:00,ARG Pasir Pangaraian,93
2021-10-01T00:00:00,ARG Pasir Pangaraian,93
2021-11-01T00:00:00,ARG Pasir Pangaraian,95
2021-12-01T00:00:00,ARG Pasir Pangaraian,99
2022-01-01T00:00:00,ARG Pasir Pangaraian,87
2022-02-01T00:00:00,ARG Pasir Pangaraian,93
2022-03-01T00:00:00,ARG Pasir Pangaraian,96
2022-04-01T00:00:00,ARG Pasir Pangaraian,96
2022-05-01T00:00:00,ARG Pasir Pangaraian,97
2022-06-01T00:00:00,ARG Pasir Pangaraian,47
2022-07-01T00:00:00,ARG Pasir Pangaraian,0
2022-08-01T00:00:00,ARG Pasir Pangaraian,68
2022-09-01T00:00:00,ARG Pasir Pangaraian,97
2022-10-01T00:00:00,ARG Pasir Pangaraian,94
2022-11-01T00:00:00,ARG Pasir Pangaraian,96
2022-12-01T00:00:00,ARG Pasir Pangaraian,85
2023-01-01T00:00:00,ARG Pasir Pangaraian,0
2023-02-01T00:00:00,ARG Pasir Pangaraian,0
2023-03-01T00:00:00,ARG Pasir Pangaraian,91
2023-04-01T00:00:00,ARG Pasir Pangaraian,99
2023-05-01T00:00:00,ARG Pasir Pangaraian,99
2023-06-01T00:00:00,ARG Pasir Pangaraian,100
2023-07-01T00:00:00,ARG Pasir Pangaraian,99
2023-08-01T00:00:00,ARG Pasir Pangaraian,94
2023-09-01T00:00:00,ARG Pasir Pangaraian,98
2023-10-01T00:00:00,ARG Pasir Pangaraian,99
2023-11-01T00:00:00,ARG Pasir Pangaraian,100
2023-12-01T00:00:00,ARG Pasir Pangaraian,99
2024-01-01T00:00:00,ARG Pasir Pangaraian,95
2024-02-01T00:00:00,ARG Pasir Pangaraian,99
2024-03-01T00:00:00,ARG Pasir Pangaraian,99
2024-04-01T00:00:00,ARG Pasir Pangaraian,99
2024-05-01T00:00:00,ARG Pasir Pangaraian,92
2024-06-01T00:00:00,ARG Pasir Pangaraian,99
2024-07-01T00:00:00,ARG Pasir Pangaraian,99
2024-08-01T00:00:00,ARG Pasir Pangaraian,100
2024-09-01T00:00:00,ARG Pasir Pangaraian,100
2024-10-01T00:00:00,ARG Pasir Pangaraian,99
2024-11-01T00:00:00,ARG Pasir Pangaraian,100
2024-12-01T00:00:00,ARG Pasir Pangaraian,100
2025-01-01T00:00:00,ARG Pasir Pangaraian,99
2025-02-01T00:00:00,ARG Pasir Pangaraian,100
2025-03-01T00:00:00,ARG Pasir Pangaraian,99
2025-04-01T00:00:00,ARG Pasir Pangaraian,79
2025-05-01T00:00:00,ARG Pasir Pangaraian,77
2025-06-01T00:00:00,ARG Pasir Pangaraian,0
2025-07-01T00:00:00,ARG Pasir Pangaraian,0
2025-08-01T00:00:00,ARG Pasir Pangaraian,79
2025-09-01T00:00:00,ARG Pasir Pangaraian,100
2025-10-01T00:00:00,ARG Pasir Pangaraian,100
2025-11-01T00:00:00,ARG Pasir Pangaraian,0
2025-12-01T00:00:00,ARG Pasir Pangaraian,0
2026-01-01T00:00:00,ARG Pasir Pangaraian,0
2021-02-01T00:00:00,ARG XIII Koto Kampar,58
2021-03-01T00:00:00,ARG XIII Koto Kampar,58
2021-04-01T00:00:00,ARG XIII Koto Kampar,55
2021-05-01T00:00:00,ARG XIII Koto Kampar,57
2021-06-01T00:00:00,ARG XIII Koto Kampar,58
2021-07-01T00:00:00,ARG XIII Koto Kampar,47
2021-08-01T00:00:00,ARG XIII Koto Kampar,45
2021-09-01T00:00:00,ARG XIII Koto Kampar,47
2021-10-01T00:00:00,ARG XIII Koto Kampar,43
2021-11-01T00:00:00,ARG XIII Koto Kampar,18
2021-12-01T00:00:00,ARG XIII Koto Kampar,32
2022-01-01T00:00:00,ARG XIII Koto Kampar,66
2022-02-01T00:00:00,ARG XIII Koto Kampar,58
2022-03-01T00:00:00,ARG XIII Koto Kampar,68
2022-04-01T00:00:00,ARG XIII Koto Kampar,80
2022-05-01T00:00:00,ARG XIII Koto Kampar,78
2022-06-01T00:00:00,ARG XIII Koto Kampar,80
2022-07-01T00:00:00,ARG XIII Koto Kampar,75
2022-08-01T00:00:00,ARG XIII Koto Kampar,74
2022-09-01T00:00:00,ARG XIII Koto Kampar,75
2022-10-01T00:00:00,ARG XIII Koto Kampar,66
2022-11-01T00:00:00,ARG XIII Koto Kampar,74
2022-12-01T00:00:00,ARG XIII Koto Kampar,73
2023-01-01T00:00:00,ARG XIII Koto Kampar,46
2023-02-01T00:00:00,ARG XIII Koto Kampar,2
2023-03-01T00:00:00,ARG XIII Koto Kampar,95
2023-04-01T00:00:00,ARG XIII Koto Kampar,100
2023-05-01T00:00:00,ARG XIII Koto Kampar,99
2023-06-01T00:00:00,ARG XIII Koto Kampar,99
2023-07-01T00:00:00,ARG XIII Koto Kampar,100
2023-08-01T00:00:00,ARG XIII Koto Kampar,99
2023-09-01T00:00:00,ARG XIII Koto Kampar,100
2023-10-01T00:00:00,ARG XIII Koto Kampar,100
2023-11-01T00:00:00,ARG XIII Koto Kampar,100
2023-12-01T00:00:00,ARG XIII Koto Kampar,84
2024-01-01T00:00:00,ARG XIII Koto Kampar,100
2024-02-01T00:00:00,ARG XIII Koto Kampar,100
2024-03-01T00:00:00,ARG XIII Koto Kampar,100
2024-04-01T00:00:00,ARG XIII Koto Kampar,100
2024-05-01T00:00:00,ARG XIII Koto Kampar,100
2024-06-01T00:00:00,ARG XIII Koto Kampar,100
2024-07-01T00:00:00,ARG XIII Koto Kampar,100
2024-08-01T00:00:00,ARG XIII Koto Kampar,100
2024-09-01T00:00:00,ARG XIII Koto Kampar,100
2024-10-01T00:00:00,ARG XIII Koto Kampar,97
2024-11-01T00:00:00,ARG XIII Koto Kampar,99
2024-12-01T00:00:00,ARG XIII Koto Kampar,97
2025-01-01T00:00:00,ARG XIII Koto Kampar,98
2025-02-01T00:00:00,ARG XIII Koto Kampar,96
2025-03-01T00:00:00,ARG XIII Koto Kampar,99
2025-04-01T00:00:00,ARG XIII Koto Kampar,80
2025-05-01T00:00:00,ARG XIII Koto Kampar,98
2025-06-01T00:00:00,ARG XIII Koto Kampar,99
2025-07-01T00:00:00,ARG XIII Koto Kampar,99
2025-08-01T00:00:00,ARG XIII Koto Kampar,97
2025-09-01T00:00:00,ARG XIII Koto Kampar,91
2025-10-01T00:00:00,ARG XIII Koto Kampar,100
2025-11-01T00:00:00,ARG XIII Koto Kampar,0
2025-12-01T00:00:00,ARG XIII Koto Kampar,0
2026-01-01T00:00:00,ARG XIII Koto Kampar,0
2021-02-01T00:00:00,ARG Teluk Meranti,89
2021-03-01T00:00:00,ARG Teluk Meranti,96
2021-04-01T00:00:00,ARG Teluk Meranti,87
2021-05-01T00:00:00,ARG Teluk Meranti,99
2021-06-01T00:00:00,ARG Teluk Meranti,97
2021-07-01T00:00:00,ARG Teluk Meranti,92
2021-08-01T00:00:00,ARG Teluk Meranti,83
2021-09-01T00:00:00,ARG Teluk Meranti,97
2021-10-01T00:00:00,ARG Teluk Meranti,93
2021-11-01T00:00:00,ARG Teluk Meranti,91
2021-12-01T00:00:00,ARG Teluk Meranti,54
2022-01-01T00:00:00,ARG Teluk Meranti,82
2022-02-01T00:00:00,ARG Teluk Meranti,92
2022-03-01T00:00:00,ARG Teluk Meranti,99
2022-04-01T00:00:00,ARG Teluk Meranti,92
2022-05-01T00:00:00,ARG Teluk Meranti,94
2022-06-01T00:00:00,ARG Teluk Meranti,92
2022-07-01T00:00:00,ARG Teluk Meranti,93
2022-08-01T00:00:00,ARG Teluk Meranti,87
2022-09-01T00:00:00,ARG Teluk Meranti,80
2022-10-01T00:00:00,ARG Teluk Meranti,99
2022-11-01T00:00:00,ARG Teluk Meranti,84
2022-12-01T00:00:00,ARG Teluk Meranti,96
2023-01-01T00:00:00,ARG Teluk Meranti,92
2023-02-01T00:00:00,ARG Teluk Meranti,93
2023-03-01T00:00:00,ARG Teluk Meranti,91
2023-04-01T00:00:00,ARG Teluk Meranti,84
2023-05-01T00:00:00,ARG Teluk Meranti,83
2023-06-01T00:00:00,ARG Teluk Meranti,84
2023-07-01T00:00:00,ARG Teluk Meranti,84
2023-08-01T00:00:00,ARG Teluk Meranti,81
2023-09-01T00:00:00,ARG Teluk Meranti,95
2023-10-01T00:00:00,ARG Teluk Meranti,95
2023-11-01T00:00:00,ARG Teluk Meranti,97
2023-12-01T00:00:00,ARG Teluk Meranti,97
2024-01-01T00:00:00,ARG Teluk Meranti,94
2024-02-01T00:00:00,ARG Teluk Meranti,94
2024-03-01T00:00:00,ARG Teluk Meranti,96
2024-04-01T00:00:00,ARG Teluk Meranti,96
2024-05-01T00:00:00,ARG Teluk Meranti,95
2024-06-01T00:00:00,ARG Teluk Meranti,94
2024-07-01T00:00:00,ARG Teluk Meranti,90
2024-08-01T00:00:00,ARG Teluk Meranti,92
2024-09-01T00:00:00,ARG Teluk Meranti,98
2024-10-01T00:00:00,ARG Teluk Meranti,96
2024-11-01T00:00:00,ARG Teluk Meranti,95
2024-12-01T00:00:00,ARG Teluk Meranti,97
2025-01-01T00:00:00,ARG Teluk Meranti,86
2025-02-01T00:00:00,ARG Teluk Meranti,99
2025-03-01T00:00:00,ARG Teluk Meranti,99
2025-04-01T00:00:00,ARG Teluk Meranti,100
2025-05-01T00:00:00,ARG Teluk Meranti,100
2025-06-01T00:00:00,ARG Teluk Meranti,100
2025-07-01T00:00:00,ARG Teluk Meranti,100
2025-08-01T00:00:00,ARG Teluk Meranti,100
2025-09-01T00:00:00,ARG Teluk Meranti,100
2025-10-01T00:00:00,ARG Teluk Meranti,99
2025-11-01T00:00:00,ARG Teluk Meranti,0
2025-12-01T00:00:00,ARG Teluk Meranti,0
2026-01-01T00:00:00,ARG Teluk Meranti,0
2021-02-01T00:00:00,ARG SMPK Bangkinang,100
2021-03-01T00:00:00,ARG SMPK Bangkinang,100
2021-04-01T00:00:00,ARG SMPK Bangkinang,89
2021-05-01T00:00:00,ARG SMPK Bangkinang,98
2021-06-01T00:00:00,ARG SMPK Bangkinang,99
2021-07-01T00:00:00,ARG SMPK Bangkinang,92
2021-08-01T00:00:00,ARG SMPK Bangkinang,81
2021-09-01T00:00:00,ARG SMPK Bangkinang,97
2021-10-01T00:00:00,ARG SMPK Bangkinang,99
2021-11-01T00:00:00,ARG SMPK Bangkinang,24
2021-12-01T00:00:00,ARG SMPK Bangkinang,69
2022-01-01T00:00:00,ARG SMPK Bangkinang,95
2022-02-01T00:00:00,ARG SMPK Bangkinang,99
2022-03-01T00:00:00,ARG SMPK Bangkinang,100
2022-04-01T00:00:00,ARG SMPK Bangkinang,100
2022-05-01T00:00:00,ARG SMPK Bangkinang,100
2022-06-01T00:00:00,ARG SMPK Bangkinang,100
2022-07-01T00:00:00,ARG SMPK Bangkinang,98
2022-08-01T00:00:00,ARG SMPK Bangkinang,85
2022-09-01T00:00:00,ARG SMPK Bangkinang,99
2022-10-01T00:00:00,ARG SMPK Bangkinang,99
2022-11-01T00:00:00,ARG SMPK Bangkinang,100
2022-12-01T00:00:00,ARG SMPK Bangkinang,98
2023-01-01T00:00:00,ARG SMPK Bangkinang,99
2023-02-01T00:00:00,ARG SMPK Bangkinang,100
2023-03-01T00:00:00,ARG SMPK Bangkinang,96
2023-04-01T00:00:00,ARG SMPK Bangkinang,99
2023-05-01T00:00:00,ARG SMPK Bangkinang,99
2023-06-01T00:00:00,ARG SMPK Bangkinang,100
2023-07-01T00:00:00,ARG SMPK Bangkinang,99
2023-08-01T00:00:00,ARG SMPK Bangkinang,95
2023-09-01T00:00:00,ARG SMPK Bangkinang,98
2023-10-01T00:00:00,ARG SMPK Bangkinang,99
2023-11-01T00:00:00,ARG SMPK Bangkinang,100
2023-12-01T00:00:00,ARG SMPK Bangkinang,99
2024-01-01T00:00:00,ARG SMPK Bangkinang,95
2024-02-01T00:00:00,ARG SMPK Bangkinang,99
2024-03-01T00:00:00,ARG SMPK Bangkinang,100
2024-04-01T00:00:00,ARG SMPK Bangkinang,100
2024-05-01T00:00:00,ARG SMPK Bangkinang,100
2024-06-01T00:00:00,ARG SMPK Bangkinang,100
2024-07-01T00:00:00,ARG SMPK Bangkinang,100
2024-08-01T00:00:00,ARG SMPK Bangkinang,100
2024-09-01T00:00:00,ARG SMPK Bangkinang,100
2024-10-01T00:00:00,ARG SMPK Bangkinang,99
2024-11-01T00:00:00,ARG SMPK Bangkinang,100
2024-12-01T00:00:00,ARG SMPK Bangkinang,100
2025-01-01T00:00:00,ARG SMPK Bangkinang,99
2025-02-01T00:00:00,ARG SMPK Bangkinang,100
2025-03-01T00:00:00,ARG SMPK Bangkinang,99
2025-04-01T00:00:00,ARG SMPK Bangkinang,79
2025-05-01T00:00:00,ARG SMPK Bangkinang,16
2025-06-01T00:00:00,ARG SMPK Bangkinang,0
2025-07-01T00:00:00,ARG SMPK Bangkinang,0
2025-08-01T00:00:00,ARG SMPK Bangkinang,33
2025-09-01T00:00:00,ARG SMPK Bangkinang,100
2025-10-01T00:00:00,ARG SMPK Bangkinang,100
2025-11-01T00:00:00,ARG SMPK Bangkinang,0
2025-12-01T00:00:00,ARG SMPK Bangkinang,0
2026-01-01T00:00:00,ARG SMPK Bangkinang,0
2021-02-01T00:00:00,ARG Bukit Batu,100
2021-03-01T00:00:00,ARG Bukit Batu,100
2021-04-01T00:00:00,ARG Bukit Batu,89
2021-05-01T00:00:00,ARG Bukit Batu,98
2021-06-01T00:00:00,ARG Bukit Batu,100
2021-07-01T00:00:00,ARG Bukit Batu,94
2021-08-01T00:00:00,ARG Bukit Batu,86
2021-09-01T00:00:00,ARG Bukit Batu,99
2021-10-01T00:00:00,ARG Bukit Batu,99
2021-11-01T00:00:00,ARG Bukit Batu,99
2021-12-01T00:00:00,ARG Bukit Batu,100
2022-01-01T00:00:00,ARG Bukit Batu,96
2022-02-01T00:00:00,ARG Bukit Batu,99
2022-03-01T00:00:00,ARG Bukit Batu,100
2022-04-01T00:00:00,ARG Bukit Batu,99
2022-05-01T00:00:00,ARG Bukit Batu,57
2022-06-01T00:00:00,ARG Bukit Batu,36
2022-07-01T00:00:00,ARG Bukit Batu,26
2022-08-01T00:00:00,ARG Bukit Batu,16
2022-09-01T00:00:00,ARG Bukit Batu,76
2022-10-01T00:00:00,ARG Bukit Batu,100
2022-11-01T00:00:00,ARG Bukit Batu,100
2022-12-01T00:00:00,ARG Bukit Batu,98
2023-01-01T00:00:00,ARG Bukit Batu,100
2023-02-01T00:00:00,ARG Bukit Batu,100
2023-03-01T00:00:00,ARG Bukit Batu,96
2023-04-01T00:00:00,ARG Bukit Batu,100
2023-05-01T00:00:00,ARG Bukit Batu,99
2023-06-01T00:00:00,ARG Bukit Batu,99
2023-07-01T00:00:00,ARG Bukit Batu,100
2023-08-01T00:00:00,ARG Bukit Batu,99
2023-09-01T00:00:00,ARG Bukit Batu,100
2023-10-01T00:00:00,ARG Bukit Batu,100
2023-11-01T00:00:00,ARG Bukit Batu,100
2023-12-01T00:00:00,ARG Bukit Batu,100
2024-01-01T00:00:00,ARG Bukit Batu,100
2024-02-01T00:00:00,ARG Bukit Batu,100
2024-03-01T00:00:00,ARG Bukit Batu,100
2024-04-01T00:00:00,ARG Bukit Batu,100
2024-05-01T00:00:00,ARG Bukit Batu,100
2024-06-01T00:00:00,ARG Bukit Batu,100
2024-07-01T00:00:00,ARG Bukit Batu,100
2024-08-01T00:00:00,ARG Bukit Batu,100
2024-09-01T00:00:00,ARG Bukit Batu,100
2024-10-01T00:00:00,ARG Bukit Batu,94
2024-11-01T00:00:00,ARG Bukit Batu,100
2024-12-01T00:00:00,ARG Bukit Batu,99
2025-01-01T00:00:00,ARG Bukit Batu,99
2025-02-01T00:00:00,ARG Bukit Batu,99
2025-03-01T00:00:00,ARG Bukit Batu,99
2025-04-01T00:00:00,ARG Bukit Batu,100
2025-05-01T00:00:00,ARG Bukit Batu,100
2025-06-01T00:00:00,ARG Bukit Batu,100
2025-07-01T00:00:00,ARG Bukit Batu,100
2025-08-01T00:00:00,ARG Bukit Batu,100
2025-09-01T00:00:00,ARG Bukit Batu,100
2025-10-01T00:00:00,ARG Bukit Batu,100
2025-11-01T00:00:00,ARG Bukit Batu,0
2025-12-01T00:00:00,ARG Bukit Batu,0
2026-01-01T00:00:00,ARG Bukit Batu,0
2021-02-01T00:00:00,ARG Rokan IV Koto,73
2021-03-01T00:00:00,ARG Rokan IV Koto,100
2021-04-01T00:00:00,ARG Rokan IV Koto,89
2021-05-01T00:00:00,ARG Rokan IV Koto,100
2021-06-01T00:00:00,ARG Rokan IV Koto,98
2021-07-01T00:00:00,ARG Rokan IV Koto,90
2021-08-01T00:00:00,ARG Rokan IV Koto,86
2021-09-01T00:00:00,ARG Rokan IV Koto,99
2021-10-01T00:00:00,ARG Rokan IV Koto,98
2021-11-01T00:00:00,ARG Rokan IV Koto,99
2021-12-01T00:00:00,ARG Rokan IV Koto,99
2022-01-01T00:00:00,ARG Rokan IV Koto,93
2022-02-01T00:00:00,ARG Rokan IV Koto,97
2022-03-01T00:00:00,ARG Rokan IV Koto,100
2022-04-01T00:00:00,ARG Rokan IV Koto,98
2022-05-01T00:00:00,ARG Rokan IV Koto,98
2022-06-01T00:00:00,ARG Rokan IV Koto,94
2022-07-01T00:00:00,ARG Rokan IV Koto,80
2022-08-01T00:00:00,ARG Rokan IV Koto,89
2022-09-01T00:00:00,ARG Rokan IV Koto,48
2022-10-01T00:00:00,ARG Rokan IV Koto,13
2022-11-01T00:00:00,ARG Rokan IV Koto,58
2022-12-01T00:00:00,ARG Rokan IV Koto,98
2023-01-01T00:00:00,ARG Rokan IV Koto,99
2023-02-01T00:00:00,ARG Rokan IV Koto,100
2023-03-01T00:00:00,ARG Rokan IV Koto,96
2023-04-01T00:00:00,ARG Rokan IV Koto,99
2023-05-01T00:00:00,ARG Rokan IV Koto,94
2023-06-01T00:00:00,ARG Rokan IV Koto,97
2023-07-01T00:00:00,ARG Rokan IV Koto,79
2023-08-01T00:00:00,ARG Rokan IV Koto,57
2023-09-01T00:00:00,ARG Rokan IV Koto,94
2023-10-01T00:00:00,ARG Rokan IV Koto,98
2023-11-01T00:00:00,ARG Rokan IV Koto,93
2023-12-01T00:00:00,ARG Rokan IV Koto,98
2024-01-01T00:00:00,ARG Rokan IV Koto,94
2024-02-01T00:00:00,ARG Rokan IV Koto,100
2024-03-01T00:00:00,ARG Rokan IV Koto,100
2024-04-01T00:00:00,ARG Rokan IV Koto,91
2024-05-01T00:00:00,ARG Rokan IV Koto,99
2024-06-01T00:00:00,ARG Rokan IV Koto,98
2024-07-01T00:00:00,ARG Rokan IV Koto,84
2024-08-01T00:00:00,ARG Rokan IV Koto,98
2024-09-01T00:00:00,ARG Rokan IV Koto,100
2024-10-01T00:00:00,ARG Rokan IV Koto,97
2024-11-01T00:00:00,ARG Rokan IV Koto,92
2024-12-01T00:00:00,ARG Rokan IV Koto,98
2025-01-01T00:00:00,ARG Rokan IV Koto,100
2025-02-01T00:00:00,ARG Rokan IV Koto,100
2025-03-01T00:00:00,ARG Rokan IV Koto,99
2025-04-01T00:00:00,ARG Rokan IV Koto,80
2025-05-01T00:00:00,ARG Rokan IV Koto,100
2025-06-01T00:00:00,ARG Rokan IV Koto,100
2025-07-01T00:00:00,ARG Rokan IV Koto,64
2025-08-01T00:00:00,ARG Rokan IV Koto,94
2025-09-01T00:00:00,ARG Rokan IV Koto,100
2025-10-01T00:00:00,ARG Rokan IV Koto,90
2025-11-01T00:00:00,ARG Rokan IV Koto,0
2025-12-01T00:00:00,ARG Rokan IV Koto,0
2026-01-01T00:00:00,ARG Rokan IV Koto,0
2021-02-01T00:00:00,ARG Tembilahan,95
2021-03-01T00:00:00,ARG Tembilahan,99
2021-04-01T00:00:00,ARG Tembilahan,97
2021-05-01T00:00:00,ARG Tembilahan,100
2021-06-01T00:00:00,ARG Tembilahan,98
2021-07-01T00:00:00,ARG Tembilahan,99
2021-08-01T00:00:00,ARG Tembilahan,99
2021-09-01T00:00:00,ARG Tembilahan,99
2021-10-01T00:00:00,ARG Tembilahan,97
2021-11-01T00:00:00,ARG Tembilahan,99
2021-12-01T00:00:00,ARG Tembilahan,100
2022-01-01T00:00:00,ARG Tembilahan,93
2022-02-01T00:00:00,ARG Tembilahan,100
2022-03-01T00:00:00,ARG Tembilahan,100
2022-04-01T00:00:00,ARG Tembilahan,98
2022-05-01T00:00:00,ARG Tembilahan,99
2022-06-01T00:00:00,ARG Tembilahan,100
2022-07-01T00:00:00,ARG Tembilahan,97
2022-08-01T00:00:00,ARG Tembilahan,89
2022-09-01T00:00:00,ARG Tembilahan,97
2022-10-01T00:00:00,ARG Tembilahan,98
2022-11-01T00:00:00,ARG Tembilahan,91
2022-12-01T00:00:00,ARG Tembilahan,55
2023-01-01T00:00:00,ARG Tembilahan,54
2023-02-01T00:00:00,ARG Tembilahan,55
2023-03-01T00:00:00,ARG Tembilahan,56
2023-04-01T00:00:00,ARG Tembilahan,57
2023-05-01T00:00:00,ARG Tembilahan,55
2023-06-01T00:00:00,ARG Tembilahan,53
2023-07-01T00:00:00,ARG Tembilahan,54
2023-08-01T00:00:00,ARG Tembilahan,52
2023-09-01T00:00:00,ARG Tembilahan,60
2023-10-01T00:00:00,ARG Tembilahan,99
2023-11-01T00:00:00,ARG Tembilahan,100
2023-12-01T00:00:00,ARG Tembilahan,100
2024-01-01T00:00:00,ARG Tembilahan,95
2024-02-01T00:00:00,ARG Tembilahan,100
2024-03-01T00:00:00,ARG Tembilahan,100
2024-04-01T00:00:00,ARG Tembilahan,100
2024-05-01T00:00:00,ARG Tembilahan,100
2024-06-01T00:00:00,ARG Tembilahan,100
2024-07-01T00:00:00,ARG Tembilahan,100
2024-08-01T00:00:00,ARG Tembilahan,100
2024-09-01T00:00:00,ARG Tembilahan,100
2024-10-01T00:00:00,ARG Tembilahan,100
2024-11-01T00:00:00,ARG Tembilahan,100
2024-12-01T00:00:00,ARG Tembilahan,100
2025-01-01T00:00:00,ARG Tembilahan,87
2025-02-01T00:00:00,ARG Tembilahan,98
2025-03-01T00:00:00,ARG Tembilahan,87
2025-04-01T00:00:00,ARG Tembilahan,56
2025-05-01T00:00:00,ARG Tembilahan,59
2025-06-01T00:00:00,ARG Tembilahan,79
2025-07-01T00:00:00,ARG Tembilahan,82
2025-08-01T00:00:00,ARG Tembilahan,82
2025-09-01T00:00:00,ARG Tembilahan,86
2025-10-01T00:00:00,ARG Tembilahan,98
2025-11-01T00:00:00,ARG Tembilahan,0
2025-12-01T00:00:00,ARG Tembilahan,0
2026-01-01T00:00:00,ARG Tembilahan,0
2021-02-01T00:00:00,ARG Tebing Tinggi,6
2021-03-01T00:00:00,ARG Tebing Tinggi,5
2021-04-01T00:00:00,ARG Tebing Tinggi,5
2021-05-01T00:00:00,ARG Tebing Tinggi,76
2021-06-01T00:00:00,ARG Tebing Tinggi,51
2021-07-01T00:00:00,ARG Tebing Tinggi,50
2021-08-01T00:00:00,ARG Tebing Tinggi,0
2021-09-01T00:00:00,ARG Tebing Tinggi,0
2021-10-01T00:00:00,ARG Tebing Tinggi,0
2021-11-01T00:00:00,ARG Tebing Tinggi,0
2021-12-01T00:00:00,ARG Tebing Tinggi,0
2022-01-01T00:00:00,ARG Tebing Tinggi,0
2022-02-01T00:00:00,ARG Tebing Tinggi,0
2022-03-01T00:00:00,ARG Tebing Tinggi,0
2022-04-01T00:00:00,ARG Tebing Tinggi,0
2022-05-01T00:00:00,ARG Tebing Tinggi,0
2022-06-01T00:00:00,ARG Tebing Tinggi,0
2022-07-01T00:00:00,ARG Tebing Tinggi,95
2022-08-01T00:00:00,ARG Tebing Tinggi,97
2022-09-01T00:00:00,ARG Tebing Tinggi,98
2022-10-01T00:00:00,ARG Tebing Tinggi,98
2022-11-01T00:00:00,ARG Tebing Tinggi,98
2022-12-01T00:00:00,ARG Tebing Tinggi,97
2023-01-01T00:00:00,ARG Tebing Tinggi,100
2023-02-01T00:00:00,ARG Tebing Tinggi,100
2023-03-01T00:00:00,ARG Tebing Tinggi,96
2023-04-01T00:00:00,ARG Tebing Tinggi,58
2023-05-01T00:00:00,ARG Tebing Tinggi,99
2023-06-01T00:00:00,ARG Tebing Tinggi,99
2023-07-01T00:00:00,ARG Tebing Tinggi,100
2023-08-01T00:00:00,ARG Tebing Tinggi,99
2023-09-01T00:00:00,ARG Tebing Tinggi,99
2023-10-01T00:00:00,ARG Tebing Tinggi,99
2023-11-01T00:00:00,ARG Tebing Tinggi,100
2023-12-01T00:00:00,ARG Tebing Tinggi,100
2024-01-01T00:00:00,ARG Tebing Tinggi,100
2024-02-01T00:00:00,ARG Tebing Tinggi,100
2024-03-01T00:00:00,ARG Tebing Tinggi,100
2024-04-01T00:00:00,ARG Tebing Tinggi,100
2024-05-01T00:00:00,ARG Tebing Tinggi,100
2024-06-01T00:00:00,ARG Tebing Tinggi,100
2024-07-01T00:00:00,ARG Tebing Tinggi,91
2024-08-01T00:00:00,ARG Tebing Tinggi,91
2024-09-01T00:00:00,ARG Tebing Tinggi,100
2024-10-01T00:00:00,ARG Tebing Tinggi,90
2024-11-01T00:00:00,ARG Tebing Tinggi,86
2024-12-01T00:00:00,ARG Tebing Tinggi,99
2025-01-01T00:00:00,ARG Tebing Tinggi,92
2025-02-01T00:00:00,ARG Tebing Tinggi,93
2025-03-01T00:00:00,ARG Tebing Tinggi,99
2025-04-01T00:00:00,ARG Tebing Tinggi,74
2025-05-01T00:00:00,ARG Tebing Tinggi,99
2025-06-01T00:00:00,ARG Tebing Tinggi,95
2025-07-01T00:00:00,ARG Tebing Tinggi,98
2025-08-01T00:00:00,ARG Tebing Tinggi,98
2025-09-01T00:00:00,ARG Tebing Tinggi,69
2025-10-01T00:00:00,ARG Tebing Tinggi,52
2025-11-01T00:00:00,ARG Tebing Tinggi,0
2025-12-01T00:00:00,ARG Tebing Tinggi,0
2026-01-01T00:00:00,ARG Tebing Tinggi,0
2021-02-01T00:00:00,ARG Batang Cenaku,99
2021-03-01T00:00:00,ARG Batang Cenaku,99
2021-04-01T00:00:00,ARG Batang Cenaku,92
2021-05-01T00:00:00,ARG Batang Cenaku,94
2021-06-01T00:00:00,ARG Batang Cenaku,98
2021-07-01T00:00:00,ARG Batang Cenaku,87
2021-08-01T00:00:00,ARG Batang Cenaku,86
2021-09-01T00:00:00,ARG Batang Cenaku,98
